id,host_id,latitude,longitude,neighbourhood_cleansed,price,room_type,property_type,accommodates,bedrooms,beds,bathrooms_text,minimum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,host_is_superhost,license,calculated_host_listings_count,reviews_per_month,price_w,log_price,log_price_w
1550684,2385315,43.6556,-79.44356,Dufferin Grove,249.0,Entire home/apt,Entire loft,3,1.0,2.0,1.5 baths,3,15,45,4.98,f,t,STR-2204-JBGPHM,1,1.0,249.0,5.517452896464707,5.517452896464707
1550882,2788736,43.7609,-79.39356,St.Andrew-Windfields,72.0,Entire home/apt,Entire rental unit,4,1.0,4.0,1 bath,28,284,63,4.73,f,t,Unknown,1,0.42,72.0,4.276666119016055,4.276666119016055
1552251,8267190,43.66923,-79.41685,Annex,59.0,Private room,Private room in home,2,1.0,1.0,1.5 baths,28,323,53,4.94,f,t,Unknown,2,0.36,59.0,4.07753744390572,4.07753744390572
1560504,3400584,43.64833,-79.40784,Trinity-Bellwoods,499.0,Entire home/apt,Entire home,7,3.0,4.0,2 baths,28,327,53,4.92,f,f,STR-2010-GZJKPH,1,0.36,499.0,6.212606095751519,6.212606095751519
1560977,8306299,43.63744,-79.40523,Niagara,170.0,Entire home/apt,Entire rental unit,4,1.0,2.0,1.5 baths,28,255,425,4.86,f,f,Unknown,1,2.87,170.0,5.135798437050262,5.135798437050262
1564089,8300483,43.65181,-79.42994,Little Portugal,89.0,Entire home/apt,Entire rental unit,3,2.0,2.0,1 bath,28,0,7,4.67,f,f,Unknown,1,0.05,89.0,4.48863636973214,4.48863636973214
1570103,8349056,43.64524,-79.42693,Little Portugal,67.0,Private room,Private room in guest suite,3,1.0,2.0,1 private bath,28,231,115,4.72,f,Unknown,Unknown,2,0.79,67.0,4.204692619390966,4.204692619390966
1578070,5559775,43.64487,-79.39468,Waterfront Communities-The Island,499.0,Entire home/apt,Entire rental unit,4,2.0,2.0,1 bath,28,178,16,4.67,f,f,Unknown,1,0.11,499.0,6.212606095751519,6.212606095751519
1604069,8546454,43.69348,-79.25967,Birchcliffe-Cliffside,125.0,Private room,Private room in cottage,2,1.0,1.0,1 private bath,3,327,501,4.96,f,t,STR-2009-FSFXPC,1,3.38,125.0,4.8283137373023015,4.8283137373023015
1610027,8569918,43.70381,-79.40679,Yonge-Eglinton,238.0,Entire home/apt,Entire rental unit,6,2.0,4.0,1 bath,28,150,39,4.55,f,t,STR-2012-JGCPHM,30,0.27,238.0,5.472270673671475,5.472270673671475
1631083,8569918,43.70413,-79.40546,Yonge-Eglinton,149.0,Private room,Private room in rental unit,2,1.0,1.0,1 shared bath,28,39,22,4.91,f,t,STR-2012-FLMBHB,30,0.15,149.0,5.003946305945459,5.003946305945459
1631386,4297691,43.66368,-79.44037,Dovercourt-Wallace Emerson-Junction,72.0,Private room,Private room in home,1,1.0,1.0,1.5 shared baths,1,341,565,4.82,f,t,STR-2204-GFYHHF,3,3.82,72.0,4.276666119016055,4.276666119016055
1638995,8702985,43.65378,-79.4152,Trinity-Bellwoods,241.0,Entire home/apt,Entire home,2,1.0,1.0,1 bath,180,347,128,4.98,f,t,Unknown,1,1.12,241.0,5.484796933490655,5.484796933490655
1646214,8736297,43.64243,-79.40354,Niagara,99.0,Entire home/apt,Entire condo,6,2.0,3.0,1 bath,90,180,84,4.94,f,f,Unknown,1,0.66,99.0,4.59511985013459,4.59511985013459
1650864,7372029,43.66969,-79.38527,Church-Yonge Corridor,89.0,Private room,Private room in condo,1,1.0,1.0,1 shared bath,29,12,13,4.92,f,t,Unknown,1,0.12,89.0,4.48863636973214,4.48863636973214
1651958,6044009,43.66823,-79.37906,North St.James Town,180.0,Entire home/apt,Entire rental unit,3,0.0,1.0,1 bath,3,145,183,4.6,t,t,STR-2011-HLHDVK,1,1.31,180.0,5.19295685089021,5.19295685089021
1652086,8569918,43.70575,-79.40568,Yonge-Eglinton,209.0,Private room,Private room in rental unit,4,1.0,2.0,1 private bath,28,364,15,4.67,f,t,STR-2012-JGCPHM,30,0.1,209.0,5.342334251964811,5.342334251964811
1652220,8569918,43.70389,-79.40505,Yonge-Eglinton,104.0,Private room,Private room in rental unit,2,1.0,1.0,1 shared bath,28,148,30,4.5,f,t,STR-2012-FLMBHB,30,0.2,104.0,4.6443908991413725,4.6443908991413725
1668445,8569918,43.70583,-79.40468,Yonge-Eglinton,216.0,Entire home/apt,Entire rental unit,5,1.0,2.0,1 bath,28,167,72,4.56,f,t,STR-2012-JGCPHM,30,0.49,216.0,5.375278407684165,5.375278407684165
1668582,8569918,43.7037,-79.40507,Yonge-Eglinton,280.0,Entire home/apt,Entire rental unit,6,1.0,3.0,1 bath,28,156,75,4.69,f,t,STR-2012-JGCPHM,30,0.51,280.0,5.634789603169249,5.634789603169249
1673003,8856331,43.73051,-79.40644,Lawrence Park North,414.0,Entire home/apt,Entire home,6,3.0,5.0,2 baths,7,299,29,5.0,f,f,STR-2010-HPXRPK,1,0.2,414.0,6.025865973825314,6.025865973825314
1718208,579683,43.64849,-79.37597,Church-Yonge Corridor,95.0,Entire home/apt,Entire condo,4,1.0,3.0,1 bath,365,365,43,4.51,t,f,Unknown,4,0.36,95.0,4.553876891600541,4.553876891600541
1722517,8859994,43.64773,-79.37179,Waterfront Communities-The Island,113.0,Private room,Private room in rental unit,2,1.0,1.0,1 shared bath,28,284,197,4.76,f,f,STR-2210-GSLRVG,4,1.34,113.0,4.727387818712341,4.727387818712341
1727775,9104636,43.63634,-79.40551,Niagara,192.0,Entire home/apt,Entire condo,3,1.0,1.0,1 bath,1,51,135,4.79,f,f,STR-2202-GWTKVH,1,1.25,192.0,5.2574953720277815,5.2574953720277815
1759486,1553458,43.63897,-79.53674,Islington-City Centre West,135.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,28,228,0,4.89,f,f,Unknown,2,0.87,135.0,4.90527477843843,4.90527477843843
1779167,9341346,43.64329,-79.38219,Waterfront Communities-The Island,295.0,Entire home/apt,Entire condo,2,1.0,2.0,1 bath,365,365,5,4.4,f,f,Unknown,1,0.06,295.0,5.68697535633982,5.68697535633982
1785285,8267190,43.67013,-79.41524,Annex,59.0,Private room,Private room in home,1,1.0,1.0,1.5 shared baths,28,361,52,4.96,f,t,Unknown,2,0.36,59.0,4.07753744390572,4.07753744390572
1820689,9532580,43.67143,-79.3912,Annex,315.0,Entire home/apt,Entire condo,4,2.0,4.0,2.5 baths,28,179,63,4.73,f,t,Unknown,1,0.44,315.0,5.752572638825633,5.752572638825633
1844121,8952336,43.66773,-79.38835,Bay Street Corridor,172.0,Private room,Private room in rental unit,2,1.0,0.0,1 private bath,2,354,247,4.89,f,f,STR-2305-GYGDVV,1,1.75,172.0,5.147494476813453,5.147494476813453
1856109,1989442,43.71718,-79.44104,Englemount-Lawrence,62.0,Private room,Private room in home,3,1.0,2.0,1 private bath,1,257,667,4.75,f,t,STR-2010-FHKRPB,1,4.58,62.0,4.127134385045092,4.127134385045092
1876510,9773888,43.66820381151345,-79.30649601185225,The Beaches,180.0,Entire home/apt,Entire rental unit,3,1.0,2.0,1 bath,3,88,47,4.94,f,t,STR-2401-GCMRVS,1,2.34,180.0,5.19295685089021,5.19295685089021
1886850,9612740,43.64257,-79.44587,Roncesvalles,113.0,Entire home/apt,Entire home,2,1.0,1.0,1 bath,28,207,273,4.85,f,t,STR-2201-FRVRVC,1,1.88,113.0,4.727387818712341,4.727387818712341
1912746,9923100,43.66586,-79.40997,Annex,73.0,Entire home/apt,Entire home,1,1.0,1.0,1 bath,29,320,76,4.8,f,t,Unknown,18,0.52,73.0,4.290459441148391,4.290459441148391
1920804,9956811,43.68936,-79.49823,Mount Dennis,139.0,Private room,Private room in home,2,1.0,1.0,1 bath,30,364,2,4.0,f,f,Unknown,10,0.02,139.0,4.9344739331306915,4.9344739331306915
1937092,5099605,43.65363,-79.41484,Trinity-Bellwoods,100.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,364,60,4.68,f,t,Unknown,1,0.43,100.0,4.605170185988092,4.605170185988092
1945120,10061029,43.64656,-79.42425,Little Portugal,51.0,Private room,Private room in home,2,4.0,1.0,1 bath,28,258,94,4.93,f,f,Unknown,2,0.65,51.0,3.9318256327243257,3.9318256327243257
1986934,10249063,43.64038,-79.3997,Waterfront Communities-The Island,126.0,Private room,Private room in condo,1,1.0,1.0,1 private bath,28,126,248,4.86,f,f,STR-2201-HWPRVL,1,2.2,126.0,4.836281906951478,4.836281906951478
2045208,4356799,43.64342,-79.39031,Waterfront Communities-The Island,183.0,Entire home/apt,Entire rental unit,3,1.0,1.0,1 bath,28,320,67,4.42,f,t,STR-2010-HMWKVJ,6,0.46,183.0,5.209486152841421,5.209486152841421
2061445,9116432,43.68004,-79.30925,East End-Danforth,429.0,Entire home/apt,Entire home,4,3.0,3.0,1.5 baths,1,296,93,4.99,f,t,STR-2012-GYKVHH,1,0.73,429.0,6.061456918928017,6.061456918928017
2082829,10639186,43.64881,-79.38812,Waterfront Communities-The Island,432.0,Entire home/apt,Entire rental unit,2,1.0,2.0,1 bath,700,358,19,5.0,f,f,Unknown,1,0.13,432.0,6.068425588244111,6.068425588244111
2124858,6884061,43.67296,-79.28919,The Beaches,85.0,Private room,Private room in home,2,1.0,1.0,2 shared baths,1,33,163,4.86,f,t,STR-2209-JCXHHM,2,1.16,85.0,4.442651256490317,4.442651256490317
2126181,10845253,43.682,-79.31549,Woodbine Corridor,178.0,Private room,Private room in home,2,1.0,1.0,1 bath,28,71,9,4.88,f,f,Unknown,1,0.07,178.0,5.181783550292085,5.181783550292085
2140635,195095,43.67097,-79.3792,North St.James Town,130.0,Entire home/apt,Entire condo,2,1.0,1.0,1 bath,30,365,3,5.0,f,f,Unknown,13,0.02,130.0,4.867534450455582,4.867534450455582
2171366,11076856,43.665649794766246,-79.42668921479472,Dovercourt-Wallace Emerson-Junction,243.0,Entire home/apt,Entire place,4,2.0,2.0,1 bath,1,313,159,4.99,f,t,STR-2211-GXQHHV,2,1.12,243.0,5.493061443340548,5.493061443340548
2226745,11363304,43.66199,-79.34036,South Riverdale,175.0,Entire home/apt,Entire loft,4,2.0,2.0,2 baths,28,359,2,5.0,f,f,Unknown,1,0.06,175.0,5.1647859739235145,5.1647859739235145
2247703,8303778,43.65776,-79.44471,Dufferin Grove,141.0,Entire home/apt,Entire home,4,2.0,2.0,1.5 baths,3,31,35,4.97,f,t,STR-2402-FDRHHP,1,2.36,141.0,4.948759890378168,4.948759890378168
2267889,5927200,43.69664400230598,-79.27215356063049,Oakridge,91.0,Private room,Private room in bungalow,5,2.0,8.0,1 private bath,1,232,652,4.65,t,f,STR-2012-HYJPHL,1,5.1,91.0,4.51085950651685,4.51085950651685
2274060,1854872,43.71951,-79.3356,Flemingdon Park,34.0,Private room,Private room in home,1,4.0,1.0,1 shared bath,28,364,40,4.33,f,t,Unknown,2,0.29,34.0,3.5263605246161616,3.5263605246161616
2296506,11729337,43.64168,-79.38025,Waterfront Communities-The Island,117.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,95,69,4.75,f,t,Unknown,2,0.49,117.0,4.762173934797756,4.762173934797756
2316147,7828359,43.67209,-79.384,Rosedale-Moore Park,151.0,Entire home/apt,Entire rental unit,4,2.0,2.0,2 baths,28,337,61,4.87,f,t,STR-2303-HZPHHZ,4,0.44,151.0,5.017279836814924,5.017279836814924
2319682,5153529,43.6522,-79.45059,Roncesvalles,303.0,Entire home/apt,Entire loft,2,1.0,1.0,1 bath,2,284,248,4.83,f,t,STR-2309-FFLDVP,2,1.76,303.0,5.713732805509369,5.713732805509369
2320893,10796912,43.6677,-79.39361,Bay Street Corridor,266.0,Entire home/apt,Entire rental unit,4,2.0,3.0,2 baths,2,364,38,4.82,f,f,STR-2412-GBWSBR,1,0.27,266.0,5.583496308781699,5.583496308781699
2325040,11875277,43.65937,-79.35016,South Riverdale,146.0,Entire home/apt,Entire loft,3,1.0,4.0,1 bath,28,212,20,4.85,f,f,STR-2309-GBVRVR,1,0.14,146.0,4.983606621708336,4.983606621708336
2329180,11897371,43.66521,-79.38219,Church-Yonge Corridor,48.0,Private room,Private room in rental unit,2,1.0,1.0,1 shared bath,28,114,51,4.88,f,f,Unknown,1,0.43,48.0,3.871201010907891,3.871201010907891
2336683,11933948,43.74895,-79.45489,Clanton Park,96.0,Private room,Private room in guest suite,2,1.0,3.0,1 private bath,28,173,21,4.95,f,f,Unknown,1,0.19,96.0,4.564348191467836,4.564348191467836
2356555,12033867,43.77881,-79.41803,Willowdale West,259.0,Entire home/apt,Entire rental unit,4,2.0,3.0,2 baths,28,283,67,4.46,f,f,STR-2011-FZRRVD,13,0.48,259.0,5.556828061699537,5.556828061699537
2434313,970712,43.66753,-79.44618,Dovercourt-Wallace Emerson-Junction,91.0,Private room,Private room in loft,2,1.0,1.0,1 shared bath,1,17,231,4.81,f,t,STR-2410-GGQPPS,1,1.62,91.0,4.51085950651685,4.51085950651685
2435178,1553458,43.63811,-79.5372,Islington-City Centre West,160.0,Entire home/apt,Entire condo,3,2.0,2.0,2 baths,28,225,9,5.0,f,f,Unknown,2,0.07,160.0,5.075173815233827,5.075173815233827
2436090,1619153,43.66492,-79.34113,South Riverdale,1132.0,Entire home/apt,Entire condo,3,1.0,2.0,1 bath,28,363,4,5.0,f,f,STR-2012-HKRVHK,1,0.03,900.0,7.0317412587631285,6.802394763324311
2474185,1862894,43.66423096514978,-79.38212366951461,Church-Yonge Corridor,131.0,Private room,Private room in rental unit,1,1.0,1.0,1 shared bath,28,179,14,5.0,f,f,STR-2404-HLFRVX,1,0.79,131.0,4.875197323201151,4.875197323201151
2483875,12621649,43.65411,-79.39338,Kensington-Chinatown,75.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,28,177,15,4.93,f,f,Unknown,1,0.12,75.0,4.31748811353631,4.31748811353631
2494635,12767936,43.68142,-79.35513,Playter Estates-Danforth,185.0,Entire home/apt,Entire home,6,3.0,3.0,1.5 baths,28,269,13,4.69,f,f,STR-2205-HJFHHJ,1,0.09,185.0,5.220355825078324,5.220355825078324
2516271,12028383,43.66287,-79.38595,Bay Street Corridor,253.0,Entire home/apt,Entire rental unit,5,2.0,5.0,2 baths,7,168,200,4.62,f,f,STR-2204-FTTPHC,2,1.44,253.0,5.53338948872752,5.53338948872752
2531934,12966791,43.63676,-79.4011,Niagara,449.0,Entire home/apt,Entire loft,4,2.0,2.0,2 baths,28,364,35,4.91,f,f,Unknown,1,0.25,449.0,6.1070228877422545,6.1070228877422545
2536696,9956811,43.68968,-79.49789,Mount Dennis,132.0,Private room,Private room in home,2,1.0,1.0,1 private bath,30,365,5,4.8,f,f,Unknown,10,0.04,132.0,4.882801922586371,4.882801922586371
2571251,13165498,43.76667,-79.37645,Bayview Village,59.0,Private room,Private room in home,5,3.0,3.0,1.5 shared baths,28,90,18,4.67,f,f,STR-2302-GSJKVT,3,0.13,59.0,4.07753744390572,4.07753744390572
2618025,9923100,43.66667,-79.38137,Church-Yonge Corridor,75.0,Entire home/apt,Entire home,1,1.0,1.0,1 bath,28,282,107,4.74,f,t,Unknown,18,0.76,75.0,4.31748811353631,4.31748811353631
2666562,13647990,43.73476,-79.23162,Cliffcrest,88.0,Private room,Private room,2,1.0,1.0,1 private bath,2,186,628,4.93,t,t,STR-2011-GPYXVG,2,4.51,88.0,4.477336814478207,4.477336814478207
2684516,3982898,43.664642,-79.371208,Cabbagetown-South St.James Town,134.0,Private room,Private room in townhouse,2,1.0,1.0,1 private bath,3,181,93,4.91,f,t,STR-2010-HLLXPK,3,0.71,134.0,4.897839799950911,4.897839799950911
2692019,13777341,43.70423,-79.39533,Mount Pleasant West,67.0,Private room,Private room in condo,2,1.0,1.0,1.5 baths,28,190,49,4.94,f,t,Unknown,3,0.36,67.0,4.204692619390966,4.204692619390966
2721128,377846,43.68361,-79.30568,East End-Danforth,56.0,Entire home/apt,Entire rental unit,2,0.0,1.0,1 bath,28,324,100,4.52,f,t,Unknown,20,0.73,56.0,4.02535169073515,4.02535169073515
2739614,4420576,43.66951048557027,-79.37260225039215,North St.James Town,58.0,Private room,Private room in rental unit,2,1.0,2.0,1 bath,28,358,0,4.89,f,f,Unknown,2,0.87,58.0,4.060443010546419,4.060443010546419
2774695,653502,43.63899,-79.43064,South Parkdale,270.0,Private room,Private room in home,4,2.0,2.0,1 shared bath,2,40,33,4.88,f,t,STR-2508-JBLFBZ,5,0.28,270.0,5.598421958998375,5.598421958998375
2785516,1007531,43.68103,-79.44764,Corso Italia-Davenport,92.0,Entire home/apt,Entire guest suite,2,1.0,2.0,1 bath,28,280,64,4.67,f,t,Unknown,1,0.45,92.0,4.5217885770490405,4.5217885770490405
2817835,14405518,43.65031,-79.39959,Kensington-Chinatown,102.0,Private room,Private room in rental unit,2,1.0,1.0,1 shared bath,4,242,375,4.79,f,t,STR-2010-JCDRPM,3,2.74,102.0,4.624972813284271,4.624972813284271
2888365,14761152,43.66019,-79.41682,Palmerston-Little Italy,375.0,Entire home/apt,Entire rental unit,6,2.0,3.0,1 bath,28,365,62,4.79,f,f,Exempt,10,0.44,375.0,5.926926025970411,5.926926025970411
2906218,14845797,43.6549,-79.4021,Kensington-Chinatown,151.0,Entire home/apt,Entire home,2,1.0,1.0,1 bath,28,153,131,4.9,f,t,Unknown,1,0.97,151.0,5.017279836814924,5.017279836814924
2918244,505377269,43.6786,-79.44612,Corso Italia-Davenport,199.0,Entire home/apt,Entire home,6,3.0,3.0,1 bath,28,205,88,4.77,t,t,STR-2202-FLSDVB,4,0.68,199.0,5.293304824724492,5.293304824724492
2930411,14963497,43.6836,-79.32604,Danforth,238.0,Private room,Private room in townhouse,2,1.0,1.0,1 private bath,28,363,7,4.71,f,f,Unknown,2,0.05,238.0,5.472270673671475,5.472270673671475
2969361,15150765,43.65822,-79.37251,Moss Park,155.0,Entire home/apt,Entire rental unit,3,1.0,1.0,1 bath,2,61,225,4.99,f,t,STR-2009-FGQKPB,1,1.63,155.0,5.043425116919247,5.043425116919247
2988248,14761152,43.66026,-79.41657,Palmerston-Little Italy,599.0,Entire home/apt,Entire home,8,3.0,2.0,2 baths,28,365,84,4.73,t,f,Exempt,10,0.63,599.0,6.395261598115449,6.395261598115449
2988568,14761152,43.65966,-79.41054,Palmerston-Little Italy,392.0,Entire home/apt,Entire rental unit,4,2.0,2.0,1.5 baths,28,337,63,4.79,f,f,Exempt,10,0.49,392.0,5.971261839790462,5.971261839790462
2993831,14761152,43.65968,-79.41054,Palmerston-Little Italy,629.0,Entire home/apt,Entire rental unit,6,3.0,3.0,1.5 baths,28,365,84,4.76,f,f,Exempt,10,0.62,629.0,6.444131256700441,6.444131256700441
2997407,14761152,43.65966,-79.41058,Palmerston-Little Italy,400.0,Entire home/apt,Entire rental unit,4,2.0,2.0,2 baths,28,290,96,4.74,f,f,Exempt,10,0.69,400.0,5.991464547107982,5.991464547107982
3001121,14761152,43.65966,-79.41058,Palmerston-Little Italy,300.0,Entire home/apt,Entire home,6,2.0,3.0,1.5 baths,28,334,61,4.79,f,f,Exempt,10,0.44,300.0,5.703782474656201,5.703782474656201
3001761,14761152,43.66021,-79.41672,Palmerston-Little Italy,175.0,Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,28,365,56,4.48,f,f,Exempt,10,0.48,175.0,5.1647859739235145,5.1647859739235145
3012895,2362826,43.70714,-79.45675,Yorkdale-Glen Park,59.0,Private room,Private room in rental unit,1,1.0,1.0,1 shared bath,28,365,37,5.0,f,f,Unknown,1,0.27,59.0,4.07753744390572,4.07753744390572
3162666,16044016,43.64546,-79.40825,Niagara,183.0,Entire home/apt,Entire guest suite,2,1.0,1.0,1 bath,3,16,45,4.98,f,f,STR-2010-JFBDPM,1,0.36,183.0,5.209486152841421,5.209486152841421
3229123,11206244,43.644076850474185,-79.3768471930893,Waterfront Communities-The Island,119.0,Entire home/apt,Entire rental unit,5,1.0,2.0,2 baths,29,327,41,4.83,f,f,Unknown,9,0.33,119.0,4.77912349311153,4.77912349311153
3229169,9330404,43.66258772356296,-79.48153770999753,Junction Area,68.0,Private room,Private room in home,2,1.0,2.0,1.5 baths,28,210,73,4.7,f,f,STR-2510-HMPVPX,2,0.53,68.0,4.219507705176107,4.219507705176107
3257244,16472303,43.64735,-79.3912,Waterfront Communities-The Island,135.0,Entire home/apt,Entire condo,4,1.0,1.0,1 bath,30,314,0,4.89,f,f,Unknown,1,0.87,135.0,4.90527477843843,4.90527477843843
3258149,16306520,43.64155,-79.42354,Little Portugal,87.0,Entire home/apt,Entire home,3,1.0,2.0,1 bath,180,301,11,4.82,f,f,Unknown,2,0.08,87.0,4.465908118654584,4.465908118654584
3264728,1170217,43.66043,-79.37853,Church-Yonge Corridor,140.0,Private room,Private room in home,2,1.0,1.0,1 private bath,28,315,30,4.83,f,t,Unknown,2,0.24,140.0,4.941642422609304,4.941642422609304
3270314,1200367,43.65916,-79.46186,High Park North,175.0,Entire home/apt,Entire rental unit,2,1.0,2.0,1 bath,28,253,61,4.75,f,t,Unknown,4,0.44,175.0,5.1647859739235145,5.1647859739235145
3271579,2224739,43.66011,-79.45902,High Park North,380.0,Entire home/apt,Entire home,7,3.0,4.0,2.5 baths,60,348,140,4.9,f,t,STR-2405-HVXKVY,1,1.01,380.0,5.940171252720432,5.940171252720432
3312043,1485530,43.6814,-79.3437,Danforth,356.0,Entire home/apt,Entire home,6,3.0,2.0,2 baths,3,4,10,4.8,f,f,STR-2012-GQFXVG,1,0.08,356.0,5.87493073085203,5.87493073085203
3339294,13066292,43.64766,-79.43043,Little Portugal,86.0,Private room,Private room in loft,2,1.0,1.0,1 private bath,28,357,209,4.92,f,f,STR-2510-GYKBPV,11,1.51,86.0,4.454347296253507,4.454347296253507
3348401,16898206,43.64586,-79.44236,Roncesvalles,450.0,Entire home/apt,Entire home,6,3.0,4.0,1.5 baths,28,365,7,5.0,f,f,STR-2404-HZKHHZ,1,0.06,450.0,6.1092475827643655,6.1092475827643655
3364609,10088357,43.63515,-79.39953,Niagara,450.0,Private room,Private room in home,1,1.0,1.0,1 shared bath,30,364,67,4.57,f,f,Unknown,1,0.48,450.0,6.1092475827643655,6.1092475827643655
3400979,13066292,43.64829,-79.43211,Little Portugal,53.0,Entire home/apt,Entire rental unit,3,0.0,1.0,1 bath,28,344,171,4.57,f,f,Unknown,11,1.29,53.0,3.970291913552122,3.970291913552122
3402217,17158005,43.78686141967773,-79.20543670654297,Morningside,80.0,Entire home/apt,Entire townhouse,2,0.0,0.0,1 bath,28,197,31,4.9,f,t,Unknown,1,0.35,80.0,4.382026634673881,4.382026634673881
3405698,17176558,43.64266,-79.42119,Niagara,122.0,Entire home/apt,Entire rental unit,4,2.0,2.0,2 baths,240,364,0,4.89,f,f,Unknown,1,0.87,122.0,4.804021044733257,4.804021044733257
3433957,17306531,43.6725,-79.38633,Rosedale-Moore Park,111.0,Private room,Private room in rental unit,2,1.0,1.0,1 shared bath,30,88,2,5.0,f,f,Unknown,1,0.01,111.0,4.709530201312334,4.709530201312334
3479225,16506917,43.63897,-79.38256,Waterfront Communities-The Island,252.0,Entire home/apt,Entire condo,2,1.0,4.0,1 bath,90,99,33,4.58,f,f,Unknown,1,0.24,252.0,5.529429087511423,5.529429087511423
3494354,13605224,43.67051,-79.39618,Annex,230.0,Entire home/apt,Entire rental unit,2,0.0,1.0,1.5 baths,120,365,0,4.89,f,t,Unknown,1,0.87,230.0,5.438079308923196,5.438079308923196
3653931,18483787,43.65948,-79.39477,University,109.0,Private room,Private room in rental unit,2,1.0,1.0,1.5 baths,1,289,233,4.83,f,t,STR-2010-FSQKPC,3,2.25,109.0,4.6913478822291435,4.6913478822291435
3663617,9349836,43.65529,-79.43797,Dufferin Grove,70.0,Private room,Private room in home,2,1.0,1.0,1 shared bath,3,154,237,4.75,f,t,STR-2208-FLKHHB,1,1.73,70.0,4.248495242049359,4.248495242049359
3688648,304551,43.66088,-79.40969,Palmerston-Little Italy,60.0,Entire home/apt,Entire rental unit,1,1.0,1.0,1 bath,118,315,10,4.6,f,Unknown,Unknown,5,0.08,60.0,4.0943445622221,4.0943445622221
